3
Payton Manning				
27	42	462	7	0
30	43	307	2	0
32	37	374	3	0
28	34	327	4	0
33	42	414	4	1
28	42	295	2	1
29	49	386	3	1
30	44	354	4	3
25	36	330	4	0
24	40	323	1	0
Tom Brady				
29	52	288	2	1
19	39	185	1	0
25	36	225	2	1
20	31	316	2	0
18	38	197	0	1
25	43	269	1	1
22	46	228	0	1
13	22	116	1	1
23	33	432	4	0
29	40	296	1	1
Drew Brees				
26	35	357	2	1
26	46	322	1	2
29	46	342	3	1
30	39	413	4	0
29	35	288	2	0
17	36	236	2	1
26	34	332	5	0
30	51	382	2	2
34	41	392	4	0
30	43	305	1	1
